1.18241 -1.52539 -0.266992 1.33915 -0.877347 -0.153536 0.00335859 0 -0.922646 -2.05693 -1.18966 2.30755 -0.156569 1.005 -2.00327 -0.350572 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18241 -1.52539 0.266992 1.33915 -0.877347 0.153536 0.00335859 0 -0.922646 -2.05693 -1.18966 2.30755 0.156569 1.005 -2.00327 0.350572 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18366 -1.22095 -0.954118 1.33915 -0.701877 -0.548342 0.00335858 0 -0.922645 -1.73485 -1.51174 2.30755 -0.447336 1.005 -1.60262 -1.25204 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18366 -1.22095 0.954118 1.33915 -0.701877 0.548342 0.00335858 0 -0.922645 -1.73485 -1.51174 2.30755 0.447336 1.005 -1.60262 1.25204 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18366 -0.954118 -1.22095 1.33915 -0.548342 -0.701877 0.00335858 0 -0.922645 -1.51174 -1.73485 2.30755 -0.447336 1.005 -1.25204 -1.60262 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18366 -0.954118 1.22095 1.33915 -0.548342 0.701877 0.00335858 0 -0.922645 -1.51174 -1.73485 2.30755 0.447336 1.005 -1.25204 1.60262 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18241 -0.266992 -1.52539 1.33915 -0.153536 -0.877347 0.00335859 0 -0.922646 -1.18966 -2.05693 2.30755 -0.156569 1.005 -0.350572 -2.00327 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18241 -0.266992 1.52539 1.33915 -0.153536 0.877347 0.00335859 0 -0.922646 -1.18966 -2.05693 2.30755 0.156569 1.005 -0.350572 2.00327 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18241 0.266992 -1.52539 1.33915 0.153536 -0.877347 0.00335859 0 -0.922646 -1.18966 -2.05693 2.30755 0.156569 1.005 0.350572 -2.00327 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18241 0.266992 1.52539 1.33915 0.153536 0.877347 0.00335859 0 -0.922646 -1.18966 -2.05693 2.30755 -0.156569 1.005 0.350572 2.00327 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18366 0.954118 -1.22095 1.33915 0.548342 -0.701877 0.00335858 0 -0.922645 -1.51174 -1.73485 2.30755 0.447336 1.005 1.25204 -1.60262 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18366 0.954118 1.22095 1.33915 0.548342 0.701877 0.00335858 0 -0.922645 -1.51174 -1.73485 2.30755 -0.447336 1.005 1.25204 1.60262 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18366 1.22095 -0.954118 1.33915 0.701877 -0.548342 0.00335858 0 -0.922645 -1.73485 -1.51174 2.30755 0.447336 1.005 1.60262 -1.25204 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18366 1.22095 0.954118 1.33915 0.701877 0.548342 0.00335858 0 -0.922645 -1.73485 -1.51174 2.30755 -0.447336 1.005 1.60262 1.25204 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18241 1.52539 -0.266992 1.33915 0.877347 -0.153536 0.00335859 0 -0.922646 -2.05693 -1.18966 2.30755 0.156569 1.005 2.00327 -0.350572 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.18241 1.52539 0.266992 1.33915 0.877347 0.153536 0.00335859 0 -0.922646 -2.05693 -1.18966 2.30755 -0.156569 1.005 2.00327 0.350572 0.0295154 5.06649 0.151046 0.132988 8.93938e-05 8.93938e-05 6.75532 0.333333
1.1622 -1.47561 -0.416276 1.3417 -0.860928 -0.242826 0.00337727 0 -0.924697 -2.01089 -1.22295 2.27922 -0.241446 1.008 -1.95512 -0.551445 0.0295122 5.06676 0.151041 0.13324 8.93913e-05 8.93913e-05 6.75568 0.333333
1.1622 -1.47561 0.416276 1.3417 -0.860928 0.242826 0.00337727 0 -0.924697 -2.01089 -1.22295 2.27922 0.241446 1.008 -1.95512 0.551445 0.0295122 5.06676 0.151041 0.13324 8.93913e-05 8.93913e-05 6.75568 0.333333
1.1622 -0.416276 -1.47561 1.3417 -0.242826 -0.860928 0.00337727 0 -0.924697 -1.22295 -2.01089 2.27922 -0.241446 1.008 -0.551445 -1.95512 0.0295122 5.06676 0.151041 0.13324 8.93913e-05 8.93913e-05 6.75568 0.333333
1.1622 -0.416276 1.47561 1.3417 -0.242826 0.860928 0.00337727 0 -0.924697 -1.22295 -2.01089 2.27922 0.241446 1.008 -0.551445 1.95512 0.0295122 5.06676 0.151041 0.13324 8.93913e-05 8.93913e-05 6.75568 0.333333
1.1622 0.416276 -1.47561 1.3417 0.242826 -0.860928 0.00337727 0 -0.924697 -1.22295 -2.01089 2.27922 0.241446 1.008 0.551445 -1.95512 0.0295122 5.06676 0.151041 0.13324 8.93913e-05 8.93913e-05 6.75568 0.333333
1.1622 0.416276 1.47561 1.3417 0.242826 0.860928 0.00337727 0 -0.924697 -1.22295 -2.01089 2.27922 -0.241446 1.008 0.551445 1.95512 0.0295122 5.06676 0.151041 0.13324 8.93913e-05 8.93913e-05 6.75568 0.333333
1.1622 1.47561 -0.416276 1.3417 0.860928 -0.242826 0.00337727 0 -0.924697 -2.01089 -1.22295 2.27922 0.241446 1.008 1.95512 -0.551445 0.0295122 5.06676 0.151041 0.13324 8.93913e-05 8.93913e-05 6.75568 0.333333
1.1622 1.47561 0.416276 1.3417 0.860928 0.242826 0.00337727 0 -0.924697 -2.01089 -1.22295 2.27922 -0.241446 1.008 1.95512 0.551445 0.0295122 5.06676 0.151041 0.13324 8.93913e-05 8.93913e-05 6.75568 0.333333
